year,month,category,cpi,region,period,estimatedcost,avg_wage,base_cpi,real_wage
2015,jan,Medical Care,447.286,West,Pre-COVID,418.42,47287.69,453.81483333333335,47977.92722345062
2016,jan,Medical Care,460.641,West,Pre-COVID,430.91,48566.92,453.81483333333335,47847.21443665095
2017,jan,Medical Care,476.005,West,Pre-COVID,445.28,49716.92,453.81483333333335,47399.24110806959
2018,jan,Medical Care,487.607,West,Pre-COVID,456.14,50980.0,453.81483333333335,47446.98128479151
2019,jan,Medical Care,502.208,West,Pre-COVID,469.79,50980.0,453.81483333333335,46067.52621091925
2020,jan,Medical Care,533.905,West,Post-COVID,499.44,50980.0,453.81483333333335,43332.57827391265
2021,jan,Medical Care,539.245,West,Post-COVID,504.44,50980.0,453.81483333333335,42903.46726132525
2022,jan,Medical Care,555.913,West,Post-COVID,520.03,50980.0,453.81483333333335,41617.08793162479
2023,jan,Medical Care,576.065,West,Post-COVID,538.88,50980.0,453.81483333333335,40161.23215840805
2024,jan,Medical Care,599.698,West,Post-COVID,560.99,50980.0,453.81483333333335,38578.55154316562
2025,jan,Medical Care,616.645,West,Post-COVID,576.84,50980.0,453.81483333333335,37518.31313532638
2015,feb,Food at Home,249.628,West,Pre-COVID,350.17,47287.69,249.1335,47194.015561615684
2016,feb,Food at Home,250.045,West,Pre-COVID,350.75,48566.92,249.1335,48389.87687744206
2017,feb,Food at Home,245.268,West,Pre-COVID,344.05,49716.92,249.1335,50500.474129605165
2018,feb,Food at Home,245.834,West,Pre-COVID,344.84,50980.0,249.1335,51664.236151223995
2019,feb,Food at Home,250.208,West,Pre-COVID,350.98,50980.0,249.1335,50761.07010966876
2020,feb,Food at Home,253.013,West,Post-COVID,354.91,50980.0,249.1335,50198.31324872635
2021,feb,Food at Home,263.956,West,Post-COVID,370.27,50980.0,249.1335,48117.20828471412
2022,feb,Food at Home,288.722,West,Post-COVID,405.01,50980.0,249.1335,43989.80967851428
2023,feb,Food at Home,316.268,West,Post-COVID,443.65,50980.0,249.1335,40158.42838984659
2024,feb,Food at Home,319.779,West,Post-COVID,448.57,50980.0,249.1335,39717.510624525064
2025,feb,Food at Home,328.066,West,Post-COVID,460.2,50980.0,249.1335,38714.23990904269
2015,feb,Food Away From Home,247.524,West,Pre-COVID,272.92,47287.69,250.00616666666667,47761.890190129714
2016,feb,Food Away From Home,255.841,West,Pre-COVID,282.09,48566.92,250.00616666666667,47459.279380578824
2017,feb,Food Away From Home,263.827,West,Pre-COVID,290.89,49716.92,250.00616666666667,47112.45091546101
2018,feb,Food Away From Home,272.39,West,Pre-COVID,300.33,50980.0,250.00616666666667,46790.683860151505
2019,feb,Food Away From Home,281.872,West,Pre-COVID,310.79,50980.0,250.00616666666667,45216.67415233392
2020,feb,Food Away From Home,293.38,West,Post-COVID,323.48,50980.0,250.00616666666667,43443.023984820604
2021,feb,Food Away From Home,306.955,West,Post-COVID,338.44,50980.0,250.00616666666667,41521.76826136296
2022,feb,Food Away From Home,326.611,West,Post-COVID,360.12,50980.0,250.00616666666667,39022.91832383682
2023,feb,Food Away From Home,355.544,West,Post-COVID,392.02,50980.0,250.00616666666667,35847.36172363102
2024,feb,Food Away From Home,371.29,West,Post-COVID,409.38,50980.0,250.00616666666667,34327.114591469384
2025,feb,Food Away From Home,387.421,West,Post-COVID,427.17,50980.0,250.00616666666667,32897.84078990728
2015,feb,Energy,220.63,West,Pre-COVID,299.83,47287.69,239.35733333333334,51301.52462445422
2016,feb,Energy,205.191,West,Pre-COVID,278.85,48566.92,239.35733333333334,56653.79309722811
2017,feb,Energy,230.081,West,Pre-COVID,312.68,49716.92,239.35733333333334,51721.39113071773
2018,feb,Energy,249.957,West,Pre-COVID,339.69,50980.0,239.35733333333334,48818.144134124406
2019,feb,Energy,244.834,West,Pre-COVID,332.73,50980.0,239.35733333333334,49839.633602086855
2020,feb,Energy,260.843,West,Post-COVID,354.48,50980.0,239.35733333333334,46780.77177970401
2021,feb,Energy,261.331,West,Post-COVID,355.15,50980.0,239.35733333333334,46693.415068756985
2022,feb,Energy,331.185,West,Post-COVID,450.08,50980.0,239.35733333333334,36844.77513574991
2023,feb,Energy,354.104,West,Post-COVID,481.22,50980.0,239.35733333333334,34460.036750032006
2024,feb,Energy,356.324,West,Post-COVID,484.24,50980.0,239.35733333333334,34245.340906964826
2025,feb,Energy,354.457,West,Post-COVID,481.7,50980.0,239.35733333333334,34425.71836170067
2015,feb,Shelter,283.426,West,Pre-COVID,1524.58,47287.69,287.7921666666667,48016.155051977126
2016,feb,Shelter,296.707,West,Pre-COVID,1596.02,48566.92,287.7921666666667,47107.68244472381
2017,feb,Shelter,312.523,West,Pre-COVID,1681.1,49716.92,287.7921666666667,45782.67880057894
2018,feb,Shelter,325.619,West,Pre-COVID,1751.54,50980.0,287.7921666666667,45057.70442347242
2019,feb,Shelter,339.427,West,Pre-COVID,1825.82,50980.0,287.7921666666667,43224.74245321281
2020,feb,Shelter,353.541,West,Post-COVID,1901.74,50980.0,287.7921666666667,41499.132085576115
2021,feb,Shelter,357.67,West,Post-COVID,1923.95,50980.0,287.7921666666667,41020.05943094659
2022,feb,Shelter,376.28,West,Post-COVID,2024.06,50980.0,287.7921666666667,38991.29546259878
2023,feb,Shelter,406.18,West,Post-COVID,2184.89,50980.0,287.7921666666667,36121.041549723435
2024,feb,Shelter,424.77,West,Post-COVID,2284.89,50980.0,287.7921666666667,34540.20918771728
2025,feb,Shelter,438.028,West,Post-COVID,2356.21,50980.0,287.7921666666667,33494.76439101306
2015,feb,Medical Care,449.719,West,Pre-COVID,418.42,47287.69,453.81483333333335,47718.36448108338
2016,feb,Medical Care,466.39,West,Pre-COVID,433.93,48566.92,453.81483333333335,47257.42126828049
2017,feb,Medical Care,474.386,West,Pre-COVID,441.37,49716.92,453.81483333333335,47561.00678276059
2018,feb,Medical Care,488.655,West,Pre-COVID,454.64,50980.0,453.81483333333335,47345.22352852899
2019,feb,Medical Care,502.117,West,Pre-COVID,467.17,50980.0,453.81483333333335,46075.87515127617
2020,feb,Medical Care,533.413,West,Post-COVID,496.29,50980.0,453.81483333333335,43372.546607100565
2021,feb,Medical Care,539.796,West,Post-COVID,502.22,50980.0,453.81483333333335,42859.67329015653
2022,feb,Medical Care,561.235,West,Post-COVID,522.17,50980.0,453.81483333333335,41222.44728738111
2023,feb,Medical Care,570.411,West,Post-COVID,530.71,50980.0,453.81483333333335,40559.31635843863
2024,feb,Medical Care,601.871,West,Post-COVID,559.98,50980.0,453.81483333333335,38439.26722392894
2025,feb,Medical Care,619.282,West,Post-COVID,576.18,50980.0,453.81483333333335,37358.55426660767
2015,mar,Food at Home,247.781,West,Pre-COVID,350.17,47287.69,249.1335,47545.80745341653
2016,mar,Food at Home,247.901,West,Pre-COVID,350.34,48566.92,249.1335,48808.3822325041
2017,mar,Food at Home,246.208,West,Pre-COVID,347.94,49716.92,249.1335,50307.66786140174
2018,mar,Food at Home,246.683,West,Pre-COVID,348.61,50980.0,249.1335,51486.425209682064
2019,mar,Food at Home,250.581,West,Pre-COVID,354.12,50980.0,249.1335,50685.51019430842
2020,mar,Food at Home,254.483,West,Post-COVID,359.64,50980.0,249.1335,49908.34684438646
2021,mar,Food at Home,264.033,West,Post-COVID,373.13,50980.0,249.1335,48103.17585301837
2022,mar,Food at Home,293.496,West,Post-COVID,414.77,50980.0,249.1335,43274.272323983976
2023,mar,Food at Home,315.503,West,Post-COVID,445.87,50980.0,249.1335,40255.800515367526
2024,mar,Food at Home,319.813,West,Post-COVID,451.96,50980.0,249.1335,39713.28817152524
2025,mar,Food at Home,330.443,West,Post-COVID,466.99,50980.0,249.1335,38435.75391217245
2015,mar,Food Away From Home,248.05,West,Pre-COVID,272.92,47287.69,250.00616666666667,47660.60918130082
2016,mar,Food Away From Home,256.275,West,Pre-COVID,281.97,48566.92,250.00616666666667,47378.90740808377
2017,mar,Food Away From Home,264.355,West,Pre-COVID,290.86,49716.92,250.00616666666667,47018.35254742044
2018,mar,Food Away From Home,273.346,West,Pre-COVID,300.75,50980.0,250.00616666666667,46627.03817384073
2019,mar,Food Away From Home,282.618,West,Pre-COVID,310.95,50980.0,250.00616666666667,45097.319974901344
2020,mar,Food Away From Home,293.552,West,Post-COVID,322.98,50980.0,250.00616666666667,43417.569550426044
2021,mar,Food Away From Home,307.658,West,Post-COVID,338.5,50980.0,250.00616666666667,41426.89082249337
2022,mar,Food Away From Home,325.535,West,Post-COVID,358.17,50980.0,250.00616666666667,39151.90187435043
2023,mar,Food Away From Home,357.253,West,Post-COVID,393.07,50980.0,250.00616666666667,35675.87781394885
2024,mar,Food Away From Home,372.804,West,Post-COVID,410.18,50980.0,250.00616666666667,34187.70822380304
2025,mar,Food Away From Home,388.758,West,Post-COVID,427.73,50980.0,250.00616666666667,32784.699933291835
2015,mar,Energy,241.612,West,Pre-COVID,299.83,47287.69,239.35733333333334,46846.41233834965
2016,mar,Energy,210.052,West,Pre-COVID,260.67,48566.92,239.35733333333334,55342.71732434509
2017,mar,Energy,234.283,West,Pre-COVID,290.74,49716.92,239.35733333333334,50793.738311130845
2018,mar,Energy,252.436,West,Pre-COVID,313.27,50980.0,239.35733333333334,48338.73478162121
2019,mar,Energy,251.002,West,Pre-COVID,311.49,50980.0,239.35733333333334,48614.89889854795
2020,mar,Energy,253.65,West,Post-COVID,314.77,50980.0,239.35733333333334,48107.37967014915
2021,mar,Energy,280.792,West,Post-COVID,348.45,50980.0,239.35733333333334,43457.20979705026
2022,mar,Energy,374.648,West,Post-COVID,464.93,50980.0,239.35733333333334,32570.404361783145
2023,mar,Energy,358.631,West,Post-COVID,445.05,50980.0,239.35733333333334,34025.047620906545
2024,mar,Energy,371.03,West,Post-COVID,460.44,50980.0,239.35733333333334,32888.00596537567
2025,mar,Energy,354.915,West,Post-COVID,440.44,50980.0,239.35733333333334,34381.293699430375
2015,mar,Shelter,284.398,West,Pre-COVID,1524.58,47287.69,287.7921666666667,47852.04805153928
2016,mar,Shelter,297.777,West,Pre-COVID,1596.3,48566.92,287.7921666666667,46938.41074067731
2017,mar,Shelter,313.379,West,Pre-COVID,1679.94,49716.92,287.7921666666667,45657.622644763476
2018,mar,Shelter,326.804,West,Pre-COVID,1751.91,50980.0,287.7921666666667,44894.323988282486
2019,mar,Shelter,340.834,West,Pre-COVID,1827.12,50980.0,287.7921666666667,43046.30599255551
2020,mar,Shelter,353.446,West,Post-COVID,1894.73,50980.0,287.7921666666667,41510.28631436391
2021,mar,Shelter,358.434,West,Post-COVID,1921.47,50980.0,287.7921666666667,40932.625411279805
2022,mar,Shelter,378.224,West,Post-COVID,2027.56,50980.0,287.7921666666667,38790.887560458
2023,mar,Shelter,409.093,West,Post-COVID,2193.04,50980.0,287.7921666666667,35863.83696779624
2024,mar,Shelter,427.898,West,Post-COVID,2293.85,50980.0,287.7921666666667,34287.71496166532
2025,mar,Shelter,440.474,West,Post-COVID,2361.27,50980.0,287.7921666666667,33308.76432358475
2015,mar,Medical Care,450.675,West,Pre-COVID,418.42,47287.69,453.81483333333335,47617.14130153289
2016,mar,Medical Care,464.715,West,Pre-COVID,431.45,48566.92,453.81483333333335,47427.75401119683
2017,mar,Medical Care,475.647,West,Pre-COVID,441.6,49716.92,453.81483333333335,47434.91657394384
2018,mar,Medical Care,491.089,West,Pre-COVID,455.94,50980.0,453.81483333333335,47110.564894211304
2019,mar,Medical Care,503.464,West,Pre-COVID,467.43,50980.0,453.81483333333335,45952.600788404605
2020,mar,Medical Care,536.698,West,Post-COVID,498.28,50980.0,453.81483333333335,43107.07363048369
2021,mar,Medical Care,541.39,West,Post-COVID,502.64,50980.0,453.81483333333335,42733.4827080909
2022,mar,Medical Care,562.215,West,Post-COVID,521.97,50980.0,453.81483333333335,41150.5922170937
2023,mar,Medical Care,574.691,West,Post-COVID,533.56,50980.0,453.81483333333335,40257.25164189683
2024,mar,Medical Care,601.396,West,Post-COVID,558.35,50980.0,453.81483333333335,38469.62767183908
2025,mar,Medical Care,628.456,West,Post-COVID,583.47,50980.0,453.81483333333335,36813.206021317856
2015,apr,Food at Home,247.676,West,Pre-COVID,350.17,47287.69,249.1335,47565.964068440226
2016,apr,Food at Home,247.623,West,Pre-COVID,350.09,48566.92,249.1335,48863.17815316025
2017,apr,Food at Home,246.511,West,Pre-COVID,348.52,49716.92,249.1335,50245.83198648336
2018,apr,Food at Home,246.843,West,Pre-COVID,348.99,50980.0,249.1335,51453.05246654756
2019,apr,Food at Home,250.761,West,Pre-COVID,354.53,50980.0,249.1335,50649.127376266646
2020,apr,Food at Home,261.197,West,Post-COVID,369.28,50980.0,249.1335,48625.465950987185
2021,apr,Food at Home,266.73,West,Post-COVID,377.11,50980.0,249.1335,47616.787875379596
2022,apr,Food at Home,296.397,West,Post-COVID,419.05,50980.0,249.1335,42850.72328667295
2023,apr,Food at Home,314.637,West,Post-COVID,444.84,50980.0,249.1335,40366.59970060737
2024,apr,Food at Home,320.076,West,Post-COVID,452.53,50980.0,249.1335,39680.65656281633
2025,apr,Food at Home,329.742,West,Post-COVID,466.19,50980.0,249.1335,38517.46465418418
2015,apr,Food Away From Home,248.779,West,Pre-COVID,272.92,47287.69,250.00616666666667,47520.94874334919
2016,apr,Food Away From Home,256.965,West,Pre-COVID,281.9,48566.92,250.00616666666667,47251.68601173961
2017,apr,Food Away From Home,265.522,West,Pre-COVID,291.28,49716.92,250.00616666666667,46811.7014321726
2018,apr,Food Away From Home,274.576,West,Pre-COVID,301.22,50980.0,250.00616666666667,46418.16610580191
2019,apr,Food Away From Home,284.01,West,Pre-COVID,311.57,50980.0,250.00616666666667,44876.28737251036
2020,apr,Food Away From Home,294.153,West,Post-COVID,322.69,50980.0,250.00616666666667,43328.86075160432
2021,apr,Food Away From Home,308.522,West,Post-COVID,338.46,50980.0,250.00616666666667,41310.87694448586
2022,apr,Food Away From Home,327.934,West,Post-COVID,359.75,50980.0,250.00616666666667,38865.486276710144
2023,apr,Food Away From Home,359.175,West,Post-COVID,394.02,50980.0,250.00616666666667,35484.970770979795
2024,apr,Food Away From Home,374.678,West,Post-COVID,411.03,50980.0,250.00616666666667,34016.71402288543
2025,apr,Food Away From Home,391.126,West,Post-COVID,429.07,50980.0,250.00616666666667,32586.211033443615
2015,apr,Energy,238.975,West,Pre-COVID,299.83,47287.69,239.35733333333334,47363.34502727622
2016,apr,Energy,220.077,West,Pre-COVID,276.12,48566.92,239.35733333333334,52821.73266362833
2017,apr,Energy,237.732,West,Pre-COVID,298.27,49716.92,239.35733333333334,50056.826143500526
2018,apr,Energy,263.443,West,Pre-COVID,330.53,50980.0,239.35733333333334,46319.07795361173
2019,apr,Energy,272.448,West,Pre-COVID,341.83,50980.0,239.35733333333334,44788.13150888733
2020,apr,Energy,233.488,West,Post-COVID,292.95,50980.0,239.35733333333334,52261.51602366431
2021,apr,Energy,287.601,West,Post-COVID,360.84,50980.0,239.35733333333334,42428.35335528504
2022,apr,Energy,378.794,West,Post-COVID,475.26,50980.0,239.35733333333334,32213.912715970513
2023,apr,Energy,359.985,West,Post-COVID,451.66,50980.0,239.35733333333334,33897.07030385525
2024,apr,Energy,385.035,West,Post-COVID,483.09,50980.0,239.35733333333334,31691.760108388415
2025,apr,Energy,363.17,West,Post-COVID,455.66,50980.0,239.35733333333334,33599.79308129343
2015,apr,Shelter,285.244,West,Pre-COVID,1524.58,47287.69,287.7921666666667,47710.124531144094
2016,apr,Shelter,298.069,West,Pre-COVID,1593.13,48566.92,287.7921666666667,46892.42804560913
2017,apr,Shelter,314.096,West,Pre-COVID,1678.79,49716.92,287.7921666666667,45553.39809100827
2018,apr,Shelter,327.549,West,Pre-COVID,1750.7,50980.0,287.7921666666667,44792.21324646593
2019,apr,Shelter,342.714,West,Pre-COVID,1831.75,50980.0,287.7921666666667,42810.17016132013
2020,apr,Shelter,354.156,West,Post-COVID,1892.91,50980.0,287.7921666666667,41427.0678928683
2021,apr,Shelter,360.206,West,Post-COVID,1925.24,50980.0,287.7921666666667,40731.26115796701
2022,apr,Shelter,380.733,West,Post-COVID,2034.96,50980.0,287.7921666666667,38535.258715863
2023,apr,Shelter,409.741,West,Post-COVID,2190.0,50980.0,287.7921666666667,35807.11878153923
2024,apr,Shelter,429.234,West,Post-COVID,2294.19,50980.0,287.7921666666667,34180.99371593738
2025,apr,Shelter,441.834,West,Post-COVID,2361.53,50980.0,287.7921666666667,33206.23731235411
2015,apr,Medical Care,456.01,West,Pre-COVID,418.42,47287.69,453.81483333333335,47060.05384984614
2016,apr,Medical Care,466.222,West,Pre-COVID,427.79,48566.92,453.81483333333335,47274.450166043935
2017,apr,Medical Care,476.828,West,Pre-COVID,437.52,49716.92,453.81483333333335,47317.430527667566
2018,apr,Medical Care,491.184,West,Pre-COVID,450.69,50980.0,453.81483333333335,47101.45323001835
2019,apr,Medical Care,507.429,West,Pre-COVID,465.6,50980.0,453.81483333333335,45593.53171248261
2020,apr,Medical Care,535.571,West,Post-COVID,491.42,50980.0,453.81483333333335,43197.783680097185
2021,apr,Medical Care,544.218,West,Post-COVID,499.35,50980.0,453.81483333333335,42511.42042955825
2022,apr,Medical Care,563.983,West,Post-COVID,517.49,50980.0,453.81483333333335,41021.591436857736
2023,apr,Medical Care,577.995,West,Post-COVID,530.35,50980.0,453.81483333333335,40027.12861414603
2024,apr,Medical Care,603.789,West,Post-COVID,554.01,50980.0,453.81483333333335,38317.16080175911
2025,apr,Medical Care,630.931,West,Post-COVID,578.92,50980.0,453.81483333333335,36668.79611769485
2015,may,Food at Home,247.018,West,Pre-COVID,350.17,47287.69,249.1335,47692.66902256112
2016,may,Food at Home,247.094,West,Pre-COVID,350.27,48566.92,249.1335,48967.78863031882
2017,may,Food at Home,246.228,West,Pre-COVID,349.05,49716.92,249.1335,50303.58159437594
2018,may,Food at Home,246.051,West,Pre-COVID,348.8,50980.0,249.1335,51618.6718607118
2019,may,Food at Home,251.223,West,Pre-COVID,356.13,50980.0,249.1335,50555.98344896764
2020,may,Food at Home,262.813,West,Post-COVID,372.56,50980.0,249.1335,48326.47483191471
2021,may,Food at Home,268.142,West,Post-COVID,380.11,50980.0,249.1335,47366.044222837154
2022,may,Food at Home,299.993,West,Post-COVID,425.26,50980.0,249.1335,42337.073965059186
2023,may,Food at Home,315.105,West,Post-COVID,446.69,50980.0,249.1335,40306.64645118294
2024,may,Food at Home,321.106,West,Post-COVID,455.19,50980.0,249.1335,39553.374368588564
2025,may,Food at Home,330.088,West,Post-COVID,467.92,50980.0,249.1335,38477.09044254865
2015,may,Food Away From Home,249.196,West,Pre-COVID,272.92,47287.69,250.00616666666667,47441.42806233514
2016,may,Food Away From Home,257.433,West,Pre-COVID,281.94,48566.92,250.00616666666667,47165.78486832173
2017,may,Food Away From Home,265.849,West,Pre-COVID,291.15,49716.92,250.00616666666667,46754.122030450875
2018,may,Food Away From Home,275.231,West,Pre-COVID,301.43,50980.0,250.00616666666667,46307.699265949945
2019,may,Food Away From Home,284.595,West,Pre-COVID,311.69,50980.0,250.00616666666667,44784.04180209303
2020,may,Food Away From Home,295.501,West,Post-COVID,323.63,50980.0,250.00616666666667,43131.205568396275
2021,may,Food Away From Home,310.095,West,Post-COVID,339.61,50980.0,250.00616666666667,41101.32177773478
2022,may,Food Away From Home,331.529,West,Post-COVID,363.09,50980.0,250.00616666666667,38444.040722430516
2023,may,Food Away From Home,360.635,West,Post-COVID,394.96,50980.0,250.00616666666667,35341.312897158256
2024,may,Food Away From Home,375.619,West,Post-COVID,411.37,50980.0,250.00616666666667,33931.49541601108
2025,may,Food Away From Home,392.219,West,Post-COVID,429.55,50980.0,250.00616666666667,32495.402763932056
2015,may,Energy,261.834,West,Pre-COVID,299.83,47287.69,239.35733333333334,43228.36368803644
2016,may,Energy,228.495,West,Pre-COVID,261.66,48566.92,239.35733333333334,50875.7235800054
2017,may,Energy,242.54,West,Pre-COVID,277.74,49716.92,239.35733333333334,49064.52293537836
2018,may,Energy,273.252,West,Pre-COVID,312.91,50980.0,239.35733333333334,44656.34964550427
2019,may,Energy,284.955,West,Pre-COVID,326.31,50980.0,239.35733333333334,42822.32932685278
2020,may,Energy,231.664,West,Post-COVID,265.28,50980.0,239.35733333333334,52672.99560282709
2021,may,Energy,296.918,West,Post-COVID,340.01,50980.0,239.35733333333334,41096.992615245064
2022,may,Energy,390.935,West,Post-COVID,447.67,50980.0,239.35733333333334,31213.467336854806
2023,may,Energy,362.956,West,Post-COVID,415.63,50980.0,239.35733333333334,33619.60362504913
2024,may,Energy,382.721,West,Post-COVID,438.26,50980.0,239.35733333333334,31883.37418990161
2025,may,Energy,365.558,West,Post-COVID,418.61,50980.0,239.35733333333334,33380.30313475108
2015,may,Shelter,286.077,West,Pre-COVID,1524.58,47287.69,287.7921666666667,47571.202025194856
2016,may,Shelter,299.726,West,Pre-COVID,1597.32,48566.92,287.7921666666667,46633.1887628256
2017,may,Shelter,314.833,West,Pre-COVID,1677.83,49716.92,287.7921666666667,45446.761066321924
2018,may,Shelter,329.057,West,Pre-COVID,1753.64,50980.0,287.7921666666667,44586.93982096313
2019,may,Shelter,343.752,West,Pre-COVID,1831.95,50980.0,287.7921666666667,42680.89976688621
2020,may,Shelter,354.997,West,Post-COVID,1891.88,50980.0,287.7921666666667,41328.9257561801
2021,may,Shelter,361.317,West,Post-COVID,1925.56,50980.0,287.7921666666667,40606.01814104143
2022,may,Shelter,382.726,West,Post-COVID,2039.65,50980.0,287.7921666666667,38334.59095192557
2023,may,Shelter,411.217,West,Post-COVID,2191.49,50980.0,287.7921666666667,35678.59465116147
2024,may,Shelter,430.072,West,Post-COVID,2291.97,50980.0,287.7921666666667,34114.3916755024
2025,may,Shelter,443.685,West,Post-COVID,2364.52,50980.0,287.7921666666667,33067.70491827911
2015,may,Medical Care,455.768,West,Pre-COVID,418.42,47287.69,453.81483333333335,47085.04141595798
2016,may,Medical Care,468.86,West,Pre-COVID,430.44,48566.92,453.81483333333335,47008.46458497917
2017,may,Medical Care,476.778,West,Pre-COVID,437.7,49716.92,453.81483333333335,47322.39273550094
2018,may,Medical Care,493.298,West,Pre-COVID,452.87,50980.0,453.81483333333335,46899.602681002834
2019,may,Medical Care,507.396,West,Pre-COVID,465.81,50980.0,453.81483333333335,45596.49702270678
2020,may,Medical Care,538.722,West,Post-COVID,494.57,50980.0,453.81483333333335,42945.1186388032
2021,may,Medical Care,542.235,West,Post-COVID,497.8,50980.0,453.81483333333335,42666.88834791803
2022,may,Medical Care,566.873,West,Post-COVID,520.42,50980.0,453.81483333333335,40812.45746989772
2023,may,Medical Care,581.914,West,Post-COVID,534.22,50980.0,453.81483333333335,39757.559026477
2024,may,Medical Care,607.285,West,Post-COVID,557.52,50980.0,453.81483333333335,38096.57772435238
2025,may,Medical Care,634.178,West,Post-COVID,582.21,50980.0,453.81483333333335,36481.05138199896
2015,jun,Food at Home,247.781,West,Pre-COVID,350.17,47287.69,249.1335,47545.80745341653
2016,jun,Food at Home,246.086,West,Pre-COVID,347.77,48566.92,249.1335,49168.36700917565
2017,jun,Food at Home,244.962,West,Pre-COVID,346.18,49716.92,249.1335,50563.55797560438
2018,jun,Food at Home,244.882,West,Pre-COVID,346.07,50980.0,249.1335,51865.08534722846
2019,jun,Food at Home,250.038,West,Pre-COVID,353.36,50980.0,249.1335,50795.58239147649
